id_transaction,id_date,id_hour,id_product,id_store,pos_transaction,id_promotion,sales_quantity,regular_unit_price,cost_unit_price,discount_unit_price,net_unit_price,extended_discount_price,extended_net_price,extended_cost_price,extended_gross_profit
1553,20251201,19,83,12,1553,1,1,461.0,271.99,0.0,461.0,0.0,461.0,271.99,189.01
1554,20250307,15,5,20,1554,1,1,716.0,451.08,0.0,716.0,0.0,716.0,451.08,264.92
1555,20251015,18,22,17,1555,1,1,608.0,237.12,0.0,608.0,0.0,608.0,237.12,370.88
1556,20251011,16,59,12,1556,1,1,476.0,214.20000000000002,0.0,476.0,0.0,476.0,214.20000000000002,261.79999999999995
1557,20251111,18,69,5,1557,1,1,482.0,183.16,0.0,482.0,0.0,482.0,183.16,298.84000000000003
1558,20251112,20,77,9,1558,1,1,583.0,402.27,0.0,583.0,0.0,583.0,402.27,180.73000000000002
1560,20251217,21,32,16,1560,6,1,318.0,187.61999999999998,50.0,268.0,50.0,268.0,187.61999999999998,80.38000000000002
1561,20250616,14,23,17,1561,1,1,590.0,271.40000000000003,0.0,590.0,0.0,590.0,271.40000000000003,318.59999999999997
1562,20250916,13,78,8,1562,1,1,414.0,252.54,0.0,414.0,0.0,414.0,252.54,161.46
1563,20250424,13,34,4,1563,1,1,181.0,110.41,0.0,181.0,0.0,181.0,110.41,70.59
1564,20250204,20,49,6,1564,1,1,330.0,217.8,0.0,330.0,0.0,330.0,217.8,112.19999999999999
1565,20251028,21,9,14,1565,1,1,598.0,364.78,0.0,598.0,0.0,598.0,364.78,233.22000000000003
1566,20251225,21,48,17,1566,1,1,511.0,362.81,0.0,511.0,0.0,511.0,362.81,148.19
1567,20250820,20,4,12,1567,1,1,437.0,297.16,0.0,437.0,0.0,437.0,297.16,139.83999999999997
1568,20250930,17,82,2,1568,1,1,697.0,327.59,0.0,697.0,0.0,697.0,327.59,369.41
1569,20250304,19,7,13,1569,1,1,498.0,328.68,0.0,498.0,0.0,498.0,328.68,169.32
1570,20251008,15,3,17,1570,1,1,323.0,209.95000000000002,0.0,323.0,0.0,323.0,209.95000000000002,113.04999999999998
1571,20251022,17,30,4,1571,1,1,663.0,351.39000000000004,0.0,663.0,0.0,663.0,351.39000000000004,311.60999999999996
1572,20250725,19,6,19,1572,1,1,508.0,289.56,0.0,508.0,0.0,508.0,289.56,218.44
1573,20250723,19,50,9,1573,1,1,523.0,298.10999999999996,0.0,523.0,0.0,523.0,298.10999999999996,224.89000000000004
1574,20250415,16,77,11,1574,1,1,531.0,313.28999999999996,0.0,531.0,0.0,531.0,313.28999999999996,217.71000000000004
1576,20251026,18,62,17,1576,1,1,263.0,115.72,0.0,263.0,0.0,263.0,115.72,147.28
1577,20250210,16,85,20,1577,1,1,607.0,267.08,0.0,607.0,0.0,607.0,267.08,339.92
1578,20250717,16,74,14,1578,1,1,449.0,197.56,0.0,449.0,0.0,449.0,197.56,251.44
1579,20250602,16,5,9,1579,1,1,647.0,388.2,0.0,647.0,0.0,647.0,388.2,258.8
1580,20251031,12,16,2,1580,1,3,689.0,537.4200000000001,0.0,689.0,0.0,2067.0,1612.2600000000002,454.7399999999998
1581,20251029,12,97,4,1581,1,3,557.0,328.63,0.0,557.0,0.0,1671.0,985.89,685.11
1582,20250526,21,77,3,1582,1,1,555.0,360.75,0.0,555.0,0.0,555.0,360.75,194.25
1583,20251222,14,91,15,1583,1,1,295.0,132.75,0.0,295.0,0.0,295.0,132.75,162.25
1584,20251112,17,18,14,1584,1,1,425.0,306.0,0.0,425.0,0.0,425.0,306.0,119.0
1585,20250512,14,15,17,1585,1,1,637.0,273.90999999999997,0.0,637.0,0.0,637.0,273.90999999999997,363.09000000000003
1586,20251101,14,39,20,1586,1,1,553.0,348.39,0.0,553.0,0.0,553.0,348.39,204.61
1587,20250325,18,89,16,1587,1,1,678.0,393.23999999999995,0.0,678.0,0.0,678.0,393.23999999999995,284.76000000000005
1588,20250529,19,5,7,1588,1,1,477.0,333.9,0.0,477.0,0.0,477.0,333.9,143.10000000000002
1589,20250204,18,35,9,1589,1,1,525.0,299.25,0.0,525.0,0.0,525.0,299.25,225.75
1590,20250327,15,66,16,1590,1,1,529.0,285.66,0.0,529.0,0.0,529.0,285.66,243.33999999999997
1591,20250711,12,6,5,1591,1,1,617.0,425.72999999999996,0.0,617.0,0.0,617.0,425.72999999999996,191.27000000000004
1592,20250424,19,20,11,1592,2,2,670.0,395.29999999999995,335.0,335.0,670.0,670.0,790.5999999999999,-120.59999999999991
1593,20251007,16,70,7,1593,1,1,605.0,393.25,0.0,605.0,0.0,605.0,393.25,211.75
1594,20250712,21,12,20,1594,1,1,403.0,265.98,0.0,403.0,0.0,403.0,265.98,137.01999999999998
1595,20250405,21,87,17,1595,1,1,454.0,272.4,0.0,454.0,0.0,454.0,272.4,181.60000000000002
1596,20251203,17,45,13,1596,1,1,508.0,254.0,0.0,508.0,0.0,508.0,254.0,254.0
1597,20250709,14,84,10,1597,1,1,347.0,218.61,0.0,347.0,0.0,347.0,218.61,128.39
1598,20250922,21,80,11,1598,1,1,576.0,299.52,0.0,576.0,0.0,576.0,299.52,276.48
1599,20251112,20,99,14,1599,1,1,330.0,181.50000000000003,0.0,330.0,0.0,330.0,181.50000000000003,148.49999999999997
1600,20251215,14,48,11,1600,1,1,352.0,267.52,0.0,352.0,0.0,352.0,267.52,84.48000000000002
1601,20250226,14,62,20,1601,1,1,378.0,309.96,0.0,378.0,0.0,378.0,309.96,68.04000000000002
1602,20251130,15,63,8,1602,1,1,342.0,212.04,0.0,342.0,0.0,342.0,212.04,129.96
1603,20250122,19,62,20,1603,1,1,472.0,302.08,0.0,472.0,0.0,472.0,302.08,169.92000000000002
1604,20250627,15,27,20,1604,1,1,557.0,328.63,0.0,557.0,0.0,557.0,328.63,228.37
1605,20250108,20,93,16,1605,1,1,473.0,260.15000000000003,0.0,473.0,0.0,473.0,260.15000000000003,212.84999999999997
1606,20250708,13,94,17,1606,1,2,424.0,284.08000000000004,0.0,424.0,0.0,848.0,568.1600000000001,279.8399999999999
1607,20251005,19,50,4,1607,1,1,753.0,542.16,0.0,753.0,0.0,753.0,542.16,210.84000000000003
1608,20250213,17,56,17,1608,1,1,769.0,484.47,0.0,769.0,0.0,769.0,484.47,284.53
1609,20250408,16,48,20,1609,1,1,513.0,348.84000000000003,0.0,513.0,0.0,513.0,348.84000000000003,164.15999999999997
1610,20251012,15,57,9,1610,1,1,612.0,416.16,0.0,612.0,0.0,612.0,416.16,195.83999999999997
1611,20250324,20,70,14,1611,1,1,762.0,510.54,0.0,762.0,0.0,762.0,510.54,251.45999999999998
1612,20250403,18,86,4,1612,1,1,443.0,287.95,0.0,443.0,0.0,443.0,287.95,155.05
1613,20251018,11,60,6,1613,1,1,636.0,298.91999999999996,0.0,636.0,0.0,636.0,298.91999999999996,337.08000000000004
1614,20250804,17,54,9,1614,2,2,445.0,253.64999999999998,222.5,222.5,445.0,445.0,507.29999999999995,-62.299999999999955
1615,20250225,20,18,3,1615,1,1,281.0,157.36,0.0,281.0,0.0,281.0,157.36,123.63999999999999
1617,20251127,12,30,14,1617,1,1,565.0,361.6,0.0,565.0,0.0,565.0,361.6,203.39999999999998
1618,20250812,20,3,10,1618,1,1,397.0,218.35000000000002,0.0,397.0,0.0,397.0,218.35000000000002,178.64999999999998
1619,20250802,21,93,20,1619,5,1,482.0,226.54,50.0,432.0,50.0,432.0,226.54,205.46
1620,20250501,19,41,9,1620,1,1,320.0,227.2,0.0,320.0,0.0,320.0,227.2,92.80000000000001
1621,20250125,19,77,3,1621,1,1,645.0,483.75,0.0,645.0,0.0,645.0,483.75,161.25
1622,20250608,12,52,20,1622,1,1,628.0,276.32,0.0,628.0,0.0,628.0,276.32,351.68
1623,20250915,16,29,9,1623,1,1,328.0,219.76000000000002,0.0,328.0,0.0,328.0,219.76000000000002,108.23999999999998
1624,20250124,19,99,18,1624,1,1,198.0,124.74,0.0,198.0,0.0,198.0,124.74,73.26
1625,20250806,17,47,20,1625,1,1,505.0,237.35,0.0,505.0,0.0,505.0,237.35,267.65
1626,20250712,20,5,3,1626,1,1,244.0,114.67999999999999,0.0,244.0,0.0,244.0,114.67999999999999,129.32
1627,20250927,14,29,2,1627,1,1,428.0,235.4,0.0,428.0,0.0,428.0,235.4,192.6
1628,20250130,18,23,3,1628,1,1,350.0,189.0,0.0,350.0,0.0,350.0,189.0,161.0
1629,20250827,18,48,17,1629,1,1,321.0,195.81,0.0,321.0,0.0,321.0,195.81,125.19
1630,20250626,15,57,10,1630,1,1,435.0,191.4,0.0,435.0,0.0,435.0,191.4,243.6
1631,20250303,20,29,20,1631,1,1,394.0,252.16,0.0,394.0,0.0,394.0,252.16,141.84
1632,20250609,16,46,6,1632,1,1,301.0,192.64000000000001,0.0,301.0,0.0,301.0,192.64000000000001,108.35999999999999
1633,20250121,19,92,3,1633,1,1,589.0,235.60000000000002,0.0,589.0,0.0,589.0,235.60000000000002,353.4
1634,20250902,16,81,4,1634,1,1,564.0,349.68,0.0,564.0,0.0,564.0,349.68,214.32
1635,20250627,12,51,17,1635,1,1,326.0,179.3,0.0,326.0,0.0,326.0,179.3,146.7
1636,20250503,19,42,7,1636,1,1,456.0,332.88,0.0,456.0,0.0,456.0,332.88,123.12
1637,20250115,12,3,12,1637,1,1,198.0,108.9,0.0,198.0,0.0,198.0,108.9,89.1
1638,20250913,18,89,7,1638,1,1,572.0,217.36,0.0,572.0,0.0,572.0,217.36,354.64
1639,20250930,21,42,3,1639,1,1,687.0,494.64,0.0,687.0,0.0,687.0,494.64,192.36
1640,20250825,15,2,20,1640,1,1,632.0,328.64,0.0,632.0,0.0,632.0,328.64,303.36
1641,20251217,20,94,14,1641,1,1,293.0,111.34,0.0,293.0,0.0,293.0,111.34,181.66
1642,20251224,18,30,5,1642,1,1,422.0,286.96000000000004,0.0,422.0,0.0,422.0,286.96000000000004,135.03999999999996
1643,20250520,20,44,12,1643,1,1,433.0,203.51,0.0,433.0,0.0,433.0,203.51,229.49
1644,20251203,12,71,16,1644,1,1,444.0,257.52,0.0,444.0,0.0,444.0,257.52,186.48000000000002
1645,20250914,16,17,3,1645,1,1,115.0,67.85,0.0,115.0,0.0,115.0,67.85,47.150000000000006
1646,20251222,13,2,9,1646,1,1,461.0,235.11,0.0,461.0,0.0,461.0,235.11,225.89
1647,20250917,15,95,12,1647,5,1,473.0,297.99,50.0,423.0,50.0,423.0,297.99,125.00999999999999
1648,20250707,14,59,17,1648,1,1,776.0,481.12,0.0,776.0,0.0,776.0,481.12,294.88
1649,20251114,17,37,16,1649,1,1,413.0,305.62,0.0,413.0,0.0,413.0,305.62,107.38
1650,20250306,20,80,19,1650,1,1,511.0,235.06,0.0,511.0,0.0,511.0,235.06,275.94
1651,20250920,17,41,17,1651,1,1,564.0,383.52000000000004,0.0,564.0,0.0,564.0,383.52000000000004,180.47999999999996
1652,20250403,14,52,15,1652,1,1,443.0,305.66999999999996,0.0,443.0,0.0,443.0,305.66999999999996,137.33000000000004
1653,20251228,21,78,7,1653,1,2,481.0,298.21999999999997,0.0,481.0,0.0,962.0,596.4399999999999,365.56000000000006
1654,20250125,19,64,7,1654,1,1,477.0,305.28000000000003,0.0,477.0,0.0,477.0,305.28000000000003,171.71999999999997
1655,20250709,17,50,16,1655,1,1,504.0,307.44,0.0,504.0,0.0,504.0,307.44,196.56
1656,20250507,20,60,18,1656,1,1,549.0,318.41999999999996,0.0,549.0,0.0,549.0,318.41999999999996,230.58000000000004
1657,20250513,17,21,13,1657,1,1,646.0,361.76000000000005,0.0,646.0,0.0,646.0,361.76000000000005,284.23999999999995
1658,20250407,16,16,14,1658,1,1,508.0,330.2,0.0,508.0,0.0,508.0,330.2,177.8
1659,20250618,17,13,6,1659,1,1,619.0,340.45000000000005,0.0,619.0,0.0,619.0,340.45000000000005,278.54999999999995
1660,20250207,13,11,20,1660,1,1,287.0,183.68,0.0,287.0,0.0,287.0,183.68,103.32
1661,20250116,21,2,17,1661,1,1,241.0,139.78,0.0,241.0,0.0,241.0,139.78,101.22
1662,20250729,15,11,12,1662,1,1,377.0,260.13,0.0,377.0,0.0,377.0,260.13,116.87
1663,20250225,18,3,3,1663,1,1,550.0,275.0,0.0,550.0,0.0,550.0,275.0,275.0
1664,20250812,17,22,20,1664,1,1,517.0,279.18,0.0,517.0,0.0,517.0,279.18,237.82
1665,20250526,21,86,4,1665,1,3,582.0,378.3,0.0,582.0,0.0,1746.0,1134.9,611.0999999999999
1666,20251010,18,84,7,1666,1,2,465.0,325.5,0.0,465.0,0.0,930.0,651.0,279.0
1667,20250709,12,76,1,1667,1,1,601.0,414.68999999999994,0.0,601.0,0.0,601.0,414.68999999999994,186.31000000000006
1668,20251218,11,90,6,1668,1,1,597.0,358.2,0.0,597.0,0.0,597.0,358.2,238.8
1669,20251014,16,71,1,1669,1,1,393.0,165.06,0.0,393.0,0.0,393.0,165.06,227.94
1670,20251126,14,38,15,1670,3,2,487.0,233.76,243.5,243.5,487.0,487.0,467.52,19.480000000000018
1671,20250311,15,81,3,1671,5,1,511.0,316.82,50.0,461.0,50.0,461.0,316.82,144.18
1672,20250806,19,22,20,1672,1,1,567.0,340.2,0.0,567.0,0.0,567.0,340.2,226.8
1673,20250427,18,5,17,1673,1,1,530.0,360.40000000000003,0.0,530.0,0.0,530.0,360.40000000000003,169.59999999999997
1674,20251017,15,51,3,1674,3,2,548.0,328.8,274.0,274.0,548.0,548.0,657.6,-109.60000000000002
1675,20250210,18,23,16,1675,1,1,413.0,268.45,0.0,413.0,0.0,413.0,268.45,144.55
1676,20250131,15,58,17,1676,1,1,462.0,351.12,0.0,462.0,0.0,462.0,351.12,110.88
1677,20250503,18,11,20,1677,1,1,583.0,384.78000000000003,0.0,583.0,0.0,583.0,384.78000000000003,198.21999999999997
1678,20250525,15,56,1,1678,3,2,349.0,125.64,174.5,174.5,349.0,349.0,251.28,97.72
1679,20251213,19,34,14,1679,2,2,517.0,320.54,258.5,258.5,517.0,517.0,641.08,-124.08000000000004
1680,20250926,19,44,5,1680,1,1,513.0,261.63,0.0,513.0,0.0,513.0,261.63,251.37
1681,20251227,16,75,4,1681,1,1,206.0,138.02,0.0,206.0,0.0,206.0,138.02,67.97999999999999
1682,20250624,11,77,11,1682,1,1,478.0,272.46,0.0,478.0,0.0,478.0,272.46,205.54000000000002
1683,20250729,17,11,3,1683,1,1,210.0,140.70000000000002,0.0,210.0,0.0,210.0,140.70000000000002,69.29999999999998
1684,20250327,16,73,6,1684,1,1,707.0,530.25,0.0,707.0,0.0,707.0,530.25,176.75
1685,20251110,18,95,13,1685,1,1,567.0,283.5,0.0,567.0,0.0,567.0,283.5,283.5
1686,20250508,14,96,1,1686,2,2,448.0,282.24,224.0,224.0,448.0,448.0,564.48,-116.48000000000002
1687,20250219,17,4,17,1687,1,1,567.0,340.2,0.0,567.0,0.0,567.0,340.2,226.8
1688,20250625,18,65,2,1688,1,1,515.0,293.54999999999995,0.0,515.0,0.0,515.0,293.54999999999995,221.45000000000005
1689,20251008,17,47,6,1689,6,1,292.0,181.04,50.0,242.0,50.0,242.0,181.04,60.96000000000001
1690,20250204,18,33,4,1690,1,1,650.0,390.0,0.0,650.0,0.0,650.0,390.0,260.0
1691,20251216,14,70,2,1691,1,1,568.0,301.04,0.0,568.0,0.0,568.0,301.04,266.96
1692,20250624,21,50,4,1692,1,1,625.0,443.75,0.0,625.0,0.0,625.0,443.75,181.25
1693,20251116,15,63,7,1693,1,1,527.0,421.6,0.0,527.0,0.0,527.0,421.6,105.39999999999998
1694,20250804,19,69,17,1694,1,1,204.0,132.6,0.0,204.0,0.0,204.0,132.6,71.4
1695,20250922,14,81,2,1695,1,1,463.0,333.36,0.0,463.0,0.0,463.0,333.36,129.64
1696,20250306,15,72,17,1696,1,1,375.0,210.00000000000003,0.0,375.0,0.0,375.0,210.00000000000003,164.99999999999997
1697,20251010,21,47,14,1697,1,1,208.0,139.36,0.0,208.0,0.0,208.0,139.36,68.63999999999999
1698,20250207,17,38,9,1698,1,1,540.0,372.59999999999997,0.0,540.0,0.0,540.0,372.59999999999997,167.40000000000003
1699,20250814,15,31,19,1699,1,1,828.0,621.0,0.0,828.0,0.0,828.0,621.0,207.0
1700,20250526,14,84,4,1700,1,1,358.0,247.01999999999998,0.0,358.0,0.0,358.0,247.01999999999998,110.98000000000002
1701,20250224,11,73,9,1701,1,1,576.0,293.76,0.0,576.0,0.0,576.0,293.76,282.24
1702,20251209,13,27,4,1702,1,1,373.0,220.07,0.0,373.0,0.0,373.0,220.07,152.93
1703,20250815,15,64,11,1703,1,1,631.0,454.32,0.0,631.0,0.0,631.0,454.32,176.68
1704,20250622,15,85,16,1704,1,1,498.0,244.01999999999998,0.0,498.0,0.0,498.0,244.01999999999998,253.98000000000002
1705,20250131,18,11,7,1705,1,1,599.0,443.26,0.0,599.0,0.0,599.0,443.26,155.74
1706,20251018,21,56,1,1706,1,1,489.0,259.17,0.0,489.0,0.0,489.0,259.17,229.82999999999998
1707,20250829,11,3,7,1707,1,1,411.0,226.05,0.0,411.0,0.0,411.0,226.05,184.95
1708,20250120,15,56,2,1708,1,1,427.0,260.46999999999997,0.0,427.0,0.0,427.0,260.46999999999997,166.53000000000003
1709,20250411,20,17,3,1709,1,1,411.0,304.14,0.0,411.0,0.0,411.0,304.14,106.86000000000001
1710,20251120,11,14,3,1710,1,1,579.0,324.24,0.0,579.0,0.0,579.0,324.24,254.76
1711,20250703,20,49,12,1711,1,1,210.0,102.89999999999999,0.0,210.0,0.0,210.0,102.89999999999999,107.10000000000001
1712,20251125,12,12,17,1712,1,1,605.0,314.6,0.0,605.0,0.0,605.0,314.6,290.4
1713,20250424,14,46,11,1713,5,1,575.0,339.25,50.0,525.0,50.0,525.0,339.25,185.75
1714,20251125,17,87,12,1714,1,1,613.0,410.71000000000004,0.0,613.0,0.0,613.0,410.71000000000004,202.28999999999996
1715,20250905,14,3,9,1715,1,1,610.0,335.5,0.0,610.0,0.0,610.0,335.5,274.5
1716,20250912,19,11,11,1716,1,1,428.0,273.92,0.0,428.0,0.0,428.0,273.92,154.07999999999998
1717,20251110,18,2,16,1717,1,1,707.0,367.64,0.0,707.0,0.0,707.0,367.64,339.36
1718,20250301,12,70,17,1718,4,2,597.0,501.47999999999996,298.5,298.5,597.0,597.0,1002.9599999999999,-405.9599999999999
1719,20250105,21,34,14,1719,1,2,518.0,310.8,0.0,518.0,0.0,1036.0,621.6,414.4
1720,20250331,20,42,11,1720,1,1,729.0,561.33,0.0,729.0,0.0,729.0,561.33,167.66999999999996
1721,20250830,15,2,5,1721,1,1,410.0,229.60000000000002,0.0,410.0,0.0,410.0,229.60000000000002,180.39999999999998
1722,20251110,18,2,2,1722,1,1,389.0,245.07,0.0,389.0,0.0,389.0,245.07,143.93
1723,20250706,16,36,2,1723,1,1,984.0,619.92,0.0,984.0,0.0,984.0,619.92,364.08000000000004
1724,20250504,15,55,9,1724,1,1,547.0,284.44,0.0,547.0,0.0,547.0,284.44,262.56
1725,20251122,19,34,13,1725,1,1,458.0,343.5,0.0,458.0,0.0,458.0,343.5,114.5
1726,20250724,21,61,17,1726,1,1,453.0,226.5,0.0,453.0,0.0,453.0,226.5,226.5
1727,20250920,16,68,11,1727,1,1,489.0,259.17,0.0,489.0,0.0,489.0,259.17,229.82999999999998
1728,20250424,17,6,13,1728,1,1,506.0,333.96000000000004,0.0,506.0,0.0,506.0,333.96000000000004,172.03999999999996
1729,20250119,20,57,20,1729,1,1,551.0,413.25,0.0,551.0,0.0,551.0,413.25,137.75
1730,20250831,19,2,7,1730,1,1,510.0,326.40000000000003,0.0,510.0,0.0,510.0,326.40000000000003,183.59999999999997
1731,20250601,14,4,10,1731,1,1,700.0,392.00000000000006,0.0,700.0,0.0,700.0,392.00000000000006,307.99999999999994
1732,20251228,18,96,17,1732,1,1,575.0,483.0,0.0,575.0,0.0,575.0,483.0,92.0
1733,20250129,15,63,16,1733,1,1,629.0,389.98,0.0,629.0,0.0,629.0,389.98,239.01999999999998
1734,20250529,14,3,6,1734,1,1,105.0,52.5,0.0,105.0,0.0,105.0,52.5,52.5
1735,20250312,16,86,3,1735,1,1,302.0,132.88,0.0,302.0,0.0,302.0,132.88,169.12
1736,20250116,15,34,14,1736,3,2,447.0,169.86,223.5,223.5,447.0,447.0,339.72,107.27999999999997
1737,20250403,17,74,3,1737,1,1,533.0,346.45,0.0,533.0,0.0,533.0,346.45,186.55
1738,20250221,13,15,6,1738,1,2,283.0,158.48000000000002,0.0,283.0,0.0,566.0,316.96000000000004,249.03999999999996
1739,20251125,21,89,13,1739,1,1,280.0,170.79999999999998,0.0,280.0,0.0,280.0,170.79999999999998,109.20000000000002
1740,20250531,15,61,1,1740,1,2,745.0,469.35,0.0,745.0,0.0,1490.0,938.7,551.3
1741,20250926,19,30,17,1741,1,1,364.0,229.32,0.0,364.0,0.0,364.0,229.32,134.68
1742,20251202,13,21,14,1742,1,1,687.0,501.51,0.0,687.0,0.0,687.0,501.51,185.49
1743,20250812,17,2,17,1743,6,1,828.0,571.3199999999999,50.0,778.0,50.0,778.0,571.3199999999999,206.68000000000006
1744,20250223,18,76,7,1744,1,1,343.0,174.93,0.0,343.0,0.0,343.0,174.93,168.07
1745,20250710,16,64,10,1745,1,1,522.0,250.56,0.0,522.0,0.0,522.0,250.56,271.44
1746,20250903,18,80,2,1746,1,1,333.0,169.83,0.0,333.0,0.0,333.0,169.83,163.17
1747,20250930,16,52,13,1747,1,1,580.0,295.8,0.0,580.0,0.0,580.0,295.8,284.2
1748,20250509,15,52,2,1748,1,1,106.0,67.84,0.0,106.0,0.0,106.0,67.84,38.16
1749,20250206,17,44,14,1749,1,1,876.0,446.76,0.0,876.0,0.0,876.0,446.76,429.24
1750,20250401,17,24,16,1750,1,1,195.0,122.85,0.0,195.0,0.0,195.0,122.85,72.15
1751,20250701,20,27,20,1751,1,1,525.0,273.0,0.0,525.0,0.0,525.0,273.0,252.0
1752,20250923,14,26,13,1752,1,1,397.0,202.47,0.0,397.0,0.0,397.0,202.47,194.53
1754,20250123,21,68,13,1754,1,1,401.0,272.68,0.0,401.0,0.0,401.0,272.68,128.32
1755,20251228,18,41,9,1755,1,1,596.0,292.04,0.0,596.0,0.0,596.0,292.04,303.96
1756,20250915,17,39,9,1756,1,2,558.0,323.64,0.0,558.0,0.0,1116.0,647.28,468.72
1757,20250203,17,37,13,1757,1,1,517.0,294.69,0.0,517.0,0.0,517.0,294.69,222.31
1759,20251001,15,58,17,1759,1,1,428.0,243.95999999999998,0.0,428.0,0.0,428.0,243.95999999999998,184.04000000000002
1760,20250403,15,64,3,1760,1,1,481.0,365.56,0.0,481.0,0.0,481.0,365.56,115.44
1761,20250423,11,22,17,1761,4,2,751.0,495.66,375.5,375.5,751.0,751.0,991.32,-240.32000000000005
1762,20250313,20,57,17,1762,1,1,604.0,289.92,0.0,604.0,0.0,604.0,289.92,314.08
1763,20250925,21,50,3,1763,2,2,636.0,426.12,318.0,318.0,636.0,636.0,852.24,-216.24
1764,20250215,19,61,3,1764,1,1,610.0,372.09999999999997,0.0,610.0,0.0,610.0,372.09999999999997,237.90000000000003
1765,20251015,21,29,20,1765,1,1,621.0,260.82,0.0,621.0,0.0,621.0,260.82,360.18
1766,20250419,19,16,17,1766,1,1,357.0,253.47,0.0,357.0,0.0,357.0,253.47,103.53
1767,20251213,14,34,17,1767,1,1,585.0,333.45,0.0,585.0,0.0,585.0,333.45,251.55
1768,20250522,17,79,3,1768,1,1,745.0,685.4,0.0,745.0,0.0,745.0,685.4,59.60000000000002
1769,20250421,17,54,17,1769,6,1,558.0,312.48,50.0,508.0,50.0,508.0,312.48,195.51999999999998
1770,20250328,17,32,3,1770,1,1,438.0,275.94,0.0,438.0,0.0,438.0,275.94,162.06
1771,20250207,17,91,8,1771,1,1,468.0,201.24,0.0,468.0,0.0,468.0,201.24,266.76
1772,20251209,15,63,3,1772,1,1,301.0,213.70999999999998,0.0,301.0,0.0,301.0,213.70999999999998,87.29000000000002
1773,20250930,16,56,9,1773,1,1,365.0,240.9,0.0,365.0,0.0,365.0,240.9,124.1
1774,20251028,18,47,3,1774,1,1,433.0,246.80999999999997,0.0,433.0,0.0,433.0,246.80999999999997,186.19000000000003
1775,20250415,17,86,9,1775,1,1,727.0,363.5,0.0,727.0,0.0,727.0,363.5,363.5
1776,20251122,14,28,4,1776,1,1,365.0,189.8,0.0,365.0,0.0,365.0,189.8,175.2
1777,20251123,21,78,11,1777,1,1,602.0,331.1,0.0,602.0,0.0,602.0,331.1,270.9
1778,20250726,11,42,14,1778,1,2,616.0,295.68,0.0,616.0,0.0,1232.0,591.36,640.64
1779,20250201,20,62,10,1779,1,1,552.0,408.48,0.0,552.0,0.0,552.0,408.48,143.51999999999998
1780,20250605,12,33,17,1780,1,1,788.0,583.12,0.0,788.0,0.0,788.0,583.12,204.88
1781,20250614,14,53,9,1781,3,2,636.0,356.16,318.0,318.0,636.0,636.0,712.32,-76.32000000000005
1782,20251121,14,26,2,1782,1,1,435.0,226.20000000000002,0.0,435.0,0.0,435.0,226.20000000000002,208.79999999999998
1783,20250921,17,64,14,1783,1,1,342.0,191.52,0.0,342.0,0.0,342.0,191.52,150.48
1784,20250926,17,85,3,1784,1,1,300.0,162.0,0.0,300.0,0.0,300.0,162.0,138.0
1785,20251129,20,50,10,1785,1,1,515.0,309.0,0.0,515.0,0.0,515.0,309.0,206.0
1786,20250429,20,32,2,1786,1,1,652.0,391.2,0.0,652.0,0.0,652.0,391.2,260.8
1787,20251125,17,55,3,1787,1,1,706.0,444.78000000000003,0.0,706.0,0.0,706.0,444.78000000000003,261.21999999999997
1788,20250707,17,28,3,1788,1,2,526.0,273.52,0.0,526.0,0.0,1052.0,547.04,504.96000000000004
1789,20250505,14,48,9,1789,1,1,490.0,308.7,0.0,490.0,0.0,490.0,308.7,181.3
1790,20250225,13,44,16,1790,1,1,453.0,285.39,0.0,453.0,0.0,453.0,285.39,167.61
1791,20250421,15,78,9,1791,3,2,510.0,275.40000000000003,255.0,255.0,510.0,510.0,550.8000000000001,-40.80000000000007
1792,20250310,21,42,6,1792,1,1,596.0,321.84000000000003,0.0,596.0,0.0,596.0,321.84000000000003,274.15999999999997
1793,20250726,17,29,20,1793,1,1,612.0,483.48,0.0,612.0,0.0,612.0,483.48,128.51999999999998
1794,20250406,13,95,7,1794,2,2,646.0,465.12,323.0,323.0,646.0,646.0,930.24,-284.24
1795,20250926,18,31,1,1795,1,1,471.0,296.73,0.0,471.0,0.0,471.0,296.73,174.26999999999998
1796,20251103,14,18,13,1796,1,1,431.0,262.90999999999997,0.0,431.0,0.0,431.0,262.90999999999997,168.09000000000003
1797,20250227,17,38,1,1797,2,2,288.0,187.20000000000002,144.0,144.0,288.0,288.0,374.40000000000003,-86.40000000000003
1798,20251124,17,23,14,1798,1,1,410.0,274.7,0.0,410.0,0.0,410.0,274.7,135.3
1799,20251017,19,31,13,1799,1,1,488.0,224.48000000000002,0.0,488.0,0.0,488.0,224.48000000000002,263.52
1800,20251220,14,71,3,1800,1,1,429.0,308.88,0.0,429.0,0.0,429.0,308.88,120.12
1801,20250313,17,9,5,1801,1,1,452.0,266.68,0.0,452.0,0.0,452.0,266.68,185.32
1802,20250710,19,5,17,1802,1,1,689.0,427.18,0.0,689.0,0.0,689.0,427.18,261.82
1803,20250211,18,43,10,1803,1,1,661.0,343.72,0.0,661.0,0.0,661.0,343.72,317.28
1804,20250121,14,25,10,1804,1,2,769.0,530.61,0.0,769.0,0.0,1538.0,1061.22,476.78
1805,20251021,15,22,20,1805,1,1,472.0,316.24,0.0,472.0,0.0,472.0,316.24,155.76
1806,20251218,14,11,9,1806,1,1,649.0,408.87,0.0,649.0,0.0,649.0,408.87,240.13
